,car_id,date_time,lat,lon,work_mode,mileage,speed,avg_fuel_consumption,system_mode,grid
99,e4825,2017-02-12 17:19:08,31.197636,121.37771200000002,ws,54392.0,0.0,7.1,x0,25.0
102,e4825,2017-02-12 17:35:06,31.197998,121.41704,ws,54396.0,0.0,7.1,x0,31.0
254,e4825,2017-02-12 17:19:13,31.197636,121.37771200000002,ws,54392.0,0.0,7.1,x0,25.0
257,e4825,2017-02-12 17:29:42,31.20182,121.393168,ws,54394.0,0.0,7.1,x0,26.0
269,e4825,2017-02-12 19:10:13,31.237854,121.45516,ws,54422.0,0.0,7.1,x0,40.0
274,e4825,2017-02-12 19:19:09,31.236998,121.475976,ws,54425.0,0.0,7.1,x0,46.0
391,e4825,2017-02-12 17:28:29,31.20172,121.393216,ws,54394.0,0.0,7.1,x0,26.0
392,e4825,2017-02-12 17:29:23,31.201802,121.393184,ws,54394.0,0.0,7.1,x0,26.0
413,e4825,2017-02-12 19:10:18,31.237858000000006,121.45516,ws,54422.0,0.0,7.1,x0,40.0
555,e4825,2017-02-12 17:28:39,31.201744,121.3932,ws,54394.0,0.0,7.1,x0,26.0
556,e4825,2017-02-12 17:28:34,31.201732,121.393208,ws,54394.0,0.0,7.1,x0,26.0
557,e4825,2017-02-12 17:29:05,31.201784000000004,121.393192,ws,54394.0,0.0,7.1,x0,26.0
558,e4825,2017-02-12 17:29:28,31.201806,121.393184,ws,54394.0,0.0,7.1,x0,26.0
559,e4825,2017-02-12 17:29:37,31.201816,121.393176,ws,54394.0,0.0,7.1,x0,26.0
575,e4825,2017-02-12 19:18:59,31.237016,121.475976,ws,54425.0,0.0,7.1,x0,46.0
707,e4825,2017-02-12 17:35:11,31.197998,121.41704,ws,54396.0,0.0,7.1,x0,31.0
722,e4825,2017-02-12 19:10:23,31.23786,121.45516,ws,54422.0,0.0,7.1,x0,40.0
724,e4825,2017-02-12 19:19:04,31.237004,121.475976,ws,54425.0,0.0,7.1,x0,46.0
741,e4825,2017-02-12 20:33:50,31.206958,121.551224,ws,54444.0,0.0,7.1,x0,10.0
742,e4825,2017-02-12 20:34:06,31.20696,121.551232,ws,54444.0,0.0,7.1,x0,10.0
852,e4825,2017-02-12 17:28:14,31.201674,121.393224,ws,54394.0,0.0,7.1,x0,26.0
853,e4825,2017-02-12 17:28:44,31.201756,121.3932,ws,54394.0,0.0,7.1,x0,26.0
887,e4825,2017-02-12 20:33:55,31.206956,121.551224,ws,54444.0,0.0,7.1,x0,10.0
983,e4825,2017-02-12 17:19:18,31.197636,121.37771200000002,ws,54392.0,0.0,7.1,x0,25.0
986,e4825,2017-02-12 17:28:24,31.201708,121.393216,ws,54394.0,0.0,7.1,x0,26.0
987,e4825,2017-02-12 17:28:54,31.201774,121.3932,ws,54394.0,0.0,7.1,x0,26.0
1002,e4825,2017-02-12 19:10:28,31.237856,121.455152,ws,54422.0,0.0,7.1,x0,40.0
1004,e4825,2017-02-12 19:18:54,31.23703,121.475976,ws,54425.0,0.0,7.1,x0,46.0
1126,e4825,2017-02-12 17:28:19,31.201692,121.393224,ws,54394.0,0.0,7.1,x0,26.0
1127,e4825,2017-02-12 17:28:49,31.201768,121.3932,ws,54394.0,0.0,7.1,x0,26.0
1146,e4825,2017-02-12 19:18:49,31.237048,121.475976,ws,54425.0,0.0,7.1,x0,46.0
1165,e4825,2017-02-12 20:33:40,31.20696,121.551232,ws,54444.0,0.0,7.1,x0,10.0
1270,e4825,2017-02-12 17:29:00,31.201778000000004,121.3932,ws,54394.0,0.0,7.1,x0,26.0
1271,e4825,2017-02-12 17:29:10,31.201788,121.393192,ws,54394.0,0.0,7.1,x0,26.0
1272,e4825,2017-02-12 17:29:32,31.201814,121.393176,ws,54394.0,0.0,7.1,x0,26.0
1306,e4825,2017-02-12 20:34:01,31.206958,121.551232,ws,54444.0,0.0,7.1,x0,10.0
1451,e4825,2017-02-12 19:09:59,31.23784,121.455168,ws,54422.0,0.0,7.1,x0,40.0
1453,e4825,2017-02-12 19:18:44,31.23708,121.475968,ws,54425.0,0.0,7.1,x0,46.0
1464,e4825,2017-02-12 20:33:45,31.20696,121.551224,ws,54444.0,0.0,7.1,x0,10.0
1465,e4825,2017-02-12 20:34:11,31.206962,121.551232,ws,54444.0,0.0,7.1,x0,10.0
1518,e8017,2017-02-12 14:33:53,31.221804,121.412344,ws,128053.0,0.0,,x0,7.0
1519,e8017,2017-02-12 14:40:14,31.211684,121.412272,ws,128054.0,0.0,,x0,29.0
1520,e8017,2017-02-12 14:42:13,31.210714000000007,121.412168,ws,128054.0,0.0,,x0,29.0
1521,e8017,2017-02-12 14:42:19,31.210706,121.412168,ws,128054.0,0.0,,x0,29.0
1674,e8017,2017-02-12 14:32:45,31.221684000000003,121.411576,ws,128053.0,0.0,,x0,7.0
1675,e8017,2017-02-12 14:40:09,31.211686,121.412272,ws,128054.0,0.0,,x0,29.0
1676,e8017,2017-02-12 14:41:28,31.211674,121.412312,ws,128054.0,0.0,,x0,29.0
1677,e8017,2017-02-12 14:42:24,31.2107,121.41216,ws,128054.0,0.0,,x0,29.0
1678,e8017,2017-02-12 14:48:12,31.19678,121.419816,ws,128056.0,0.0,,x0,31.0
1704,e8017,2017-02-12 16:06:14,31.22513,121.465752,ws,128076.0,0.0,,x0,44.0
1738,e8017,2017-02-12 19:01:27,31.263016,121.44296,ws,128137.0,0.0,,x0,36.0
1847,e8017,2017-02-12 14:33:00,31.221794,121.411616,ws,128053.0,0.0,,x0,7.0
1848,e8017,2017-02-12 14:43:12,31.210662,121.412168,ws,128054.0,0.0,,x0,29.0
1849,e8017,2017-02-12 14:43:23,31.210654,121.41216,ws,128054.0,0.0,,x0,29.0
1866,e8017,2017-02-12 16:07:08,31.225062,121.465776,ws,128076.0,0.0,,x0,44.0
1867,e8017,2017-02-12 16:06:19,31.225116,121.465768,ws,128076.0,0.0,,x0,44.0
1868,e8017,2017-02-12 16:06:09,31.22516,121.465744,ws,128076.0,0.0,,x0,44.0
1869,e8017,2017-02-12 16:07:13,31.225062,121.465776,ws,128076.0,0.0,,x0,44.0
1870,e8017,2017-02-12 16:06:43,31.225072,121.465776,ws,128076.0,0.0,,x0,44.0
1871,e8017,2017-02-12 16:07:03,31.225062,121.465776,ws,128076.0,0.0,,x0,44.0
1995,e8017,2017-02-12 14:32:55,31.221756,121.411608,ws,128053.0,0.0,,x0,7.0
1996,e8017,2017-02-12 14:37:50,31.220492,121.411304,ws,128053.0,0.0,,x0,7.0
1997,e8017,2017-02-12 14:44:16,31.210644,121.41216,ws,128054.0,0.0,,x0,29.0
1998,e8017,2017-02-12 14:43:43,31.210648,121.412144,ws,128054.0,0.0,,x0,29.0
2018,e8017,2017-02-12 16:07:28,31.22508,121.465776,ws,128076.0,0.0,,x0,44.0
2064,e8017,2017-02-12 19:00:40,31.263014,121.442976,ws,128137.0,0.0,,x0,36.0
2166,e8017,2017-02-12 14:40:18,31.21168,121.412264,ws,128054.0,0.0,,x0,29.0
2167,e8017,2017-02-12 14:43:28,31.21065,121.412152,ws,128054.0,0.0,,x0,29.0
2195,e8017,2017-02-12 16:07:23,31.225066,121.465776,ws,128076.0,0.0,,x0,44.0
2226,e8017,2017-02-12 19:00:45,31.263024,121.442968,ws,128137.0,0.0,,x0,36.0
2227,e8017,2017-02-12 19:01:05,31.26303,121.442952,ws,128137.0,0.0,,x0,36.0
2302,e8017,2017-02-12 14:40:04,31.211684,121.41228,ws,128054.0,0.0,,x0,29.0
2303,e8017,2017-02-12 14:42:58,31.210678,121.412168,ws,128054.0,0.0,,x0,29.0
2304,e8017,2017-02-12 14:42:03,31.21072,121.412184,ws,128054.0,0.0,,x0,29.0
2305,e8017,2017-02-12 14:42:08,31.21072,121.412176,ws,128054.0,0.0,,x0,29.0
2306,e8017,2017-02-12 14:44:06,31.210642,121.41216,ws,128054.0,0.0,,x0,29.0
2328,e8017,2017-02-12 16:06:24,31.225102000000003,121.465768,ws,128076.0,0.0,,x0,44.0
2329,e8017,2017-02-12 16:06:58,31.225058,121.465776,ws,128076.0,0.0,,x0,44.0
2330,e8017,2017-02-12 16:07:33,31.225096,121.465784,ws,128076.0,0.0,,x0,44.0
2368,e8017,2017-02-12 19:00:55,31.263032,121.44296,ws,128137.0,0.0,,x0,36.0
2369,e8017,2017-02-12 19:01:17,31.263024,121.44296,ws,128137.0,0.0,,x0,36.0
2458,e8017,2017-02-12 14:37:36,31.220552,121.411328,ws,128053.0,0.0,,x0,7.0
2459,e8017,2017-02-12 14:40:23,31.211676,121.412256,ws,128054.0,0.0,,x0,29.0
2460,e8017,2017-02-12 14:42:34,31.210696,121.412152,ws,128054.0,0.0,,x0,29.0
2461,e8017,2017-02-12 14:43:02,31.21067,121.412168,ws,128054.0,0.0,,x0,29.0
2462,e8017,2017-02-12 14:43:17,31.210656,121.41216,ws,128054.0,0.0,,x0,29.0
2463,e8017,2017-02-12 14:43:38,31.21065,121.412144,ws,128054.0,0.0,,x0,29.0
2464,e8017,2017-02-12 14:42:48,31.210686,121.412152,ws,128054.0,0.0,,x0,29.0
2485,e8017,2017-02-12 16:06:53,31.22506,121.465776,ws,128076.0,0.0,,x0,44.0
2486,e8017,2017-02-12 16:06:29,31.225092,121.465776,ws,128076.0,0.0,,x0,44.0
2529,e8017,2017-02-12 19:01:22,31.263022,121.44296,ws,128137.0,0.0,,x0,36.0
2620,e8017,2017-02-12 14:33:20,31.221924,121.411632,ws,128053.0,0.0,,x0,7.0
2621,e8017,2017-02-12 14:33:10,31.221864,121.411624,ws,128053.0,0.0,,x0,7.0
2622,e8017,2017-02-12 14:40:38,31.211658,121.412264,ws,128054.0,0.0,,x0,29.0
2696,e8017,2017-02-12 19:00:50,31.263028,121.442968,ws,128137.0,0.0,,x0,36.0
2795,e8017,2017-02-12 14:32:50,31.221718,121.411592,ws,128053.0,0.0,,x0,7.0
2796,e8017,2017-02-12 14:33:05,31.22183,121.411616,ws,128053.0,0.0,,x0,7.0
2797,e8017,2017-02-12 14:37:31,31.220558,121.41132,ws,128053.0,0.0,,x0,7.0
2798,e8017,2017-02-12 14:40:28,31.211666,121.412264,ws,128054.0,0.0,,x0,29.0
2799,e8017,2017-02-12 14:42:29,31.210696,121.41216,ws,128054.0,0.0,,x0,29.0
2800,e8017,2017-02-12 14:43:53,31.210642,121.41216,ws,128054.0,0.0,,x0,29.0
2801,e8017,2017-02-12 14:43:48,31.210644,121.412152,ws,128054.0,0.0,,x0,29.0
2821,e8017,2017-02-12 16:06:48,31.225064,121.465776,ws,128076.0,0.0,,x0,44.0
2944,e8017,2017-02-12 14:33:15,31.221892,121.411624,ws,128053.0,0.0,,x0,7.0
2945,e8017,2017-02-12 14:40:33,31.211658,121.412264,ws,128054.0,0.0,,x0,29.0
2946,e8017,2017-02-12 14:43:07,31.210668,121.412168,ws,128054.0,0.0,,x0,29.0
2947,e8017,2017-02-12 14:43:33,31.21065,121.412144,ws,128054.0,0.0,,x0,29.0
2958,e8017,2017-02-12 15:36:57,31.235904,121.459552,ws,128069.0,0.0,,x0,40.0
2959,e8017,2017-02-12 15:37:02,31.235908,121.459552,ws,128069.0,0.0,,x0,40.0
2965,e8017,2017-02-12 16:07:18,31.22507,121.465776,ws,128076.0,0.0,,x0,44.0
3000,e8017,2017-02-12 19:00:35,31.263002,121.442984,ws,128137.0,0.0,,x0,36.0
3001,e8017,2017-02-12 19:01:00,31.263032,121.44296,ws,128137.0,0.0,,x0,36.0
3051,e9742,2017-02-12 03:50:22,31.273196,121.451384,ws,55320.0,0.0,7.4,x0,39.0
3179,e9742,2017-02-12 14:24:32,31.283226000000006,121.478232,ws,55636.0,0.0,7.4,x0,48.0
3274,e9742,2017-02-12 03:50:07,31.273206,121.451376,ws,55320.0,0.0,7.4,x0,39.0
3396,e9742,2017-02-12 14:25:25,31.282606,121.478216,ws,55636.0,0.0,7.4,x0,48.0
3505,e9742,2017-02-12 03:50:32,31.273194,121.451392,ws,55320.0,0.0,7.4,x0,39.0
3629,e9742,2017-02-12 14:25:10,31.282626,121.478216,ws,55636.0,0.0,7.4,x0,48.0
3722,e9742,2017-02-12 03:49:43,31.273114,121.451368,ws,55320.0,0.0,7.4,x0,39.0
3958,e9742,2017-02-12 03:50:02,31.273198,121.451376,ws,55320.0,0.0,7.4,x0,39.0
3959,e9742,2017-02-12 03:49:38,31.273098,121.451368,ws,55320.0,0.0,7.4,x0,39.0
4080,e9742,2017-02-12 14:25:20,31.282604,121.478216,ws,55636.0,0.0,7.4,x0,48.0
4183,e9742,2017-02-12 03:50:12,31.27321,121.451384,ws,55320.0,0.0,7.4,x0,39.0
4184,e9742,2017-02-12 03:50:27,31.273192,121.451384,ws,55320.0,0.0,7.4,x0,39.0
4408,e9742,2017-02-12 03:50:17,31.273204,121.451384,ws,55320.0,0.0,7.4,x0,39.0
4626,e9742,2017-02-12 03:49:28,31.273056,121.451376,ws,55320.0,0.0,7.4,x0,39.0
4627,e9742,2017-02-12 03:49:48,31.27313,121.451368,ws,55320.0,0.0,7.4,x0,39.0
4628,e9742,2017-02-12 03:49:57,31.27318,121.451376,ws,55320.0,0.0,7.4,x0,39.0
4753,e9742,2017-02-12 14:25:15,31.282602,121.478216,ws,55636.0,0.0,7.4,x0,48.0
5123,e9742,2017-02-12 03:49:33,31.27308,121.451376,ws,55320.0,0.0,7.4,x0,39.0
5124,e9742,2017-02-12 03:49:53,31.273148,121.451368,ws,55320.0,0.0,7.4,x0,39.0
5484,e5252,2017-02-12 22:44:27,31.245602,121.466584,ws,73295.0,0.0,7.6,x0,19.0
5487,e5252,2017-02-12 22:55:39,31.239038,121.482144,ws,73297.0,0.0,7.6,x0,49.0
5488,e5252,2017-02-12 22:56:00,31.239006,121.482168,ws,73297.0,0.0,7.6,x0,49.0
5493,e5252,2017-02-12 23:42:45,31.226036,121.46504,ws,73305.0,0.0,7.6,x0,44.0
5617,e5252,2017-02-12 22:56:15,31.238988,121.482184,ws,73297.0,0.0,7.6,x0,49.0
5618,e5252,2017-02-12 22:56:20,31.238964000000006,121.482208,ws,73297.0,0.0,7.6,x0,49.0
5623,e5252,2017-02-12 23:51:00,31.239992,121.459976,ws,73307.0,0.0,7.6,x0,40.0
5624,e5252,2017-02-12 23:51:20,31.23999,121.45996,ws,73307.0,0.0,7.6,x0,40.0
5633,e5252,2017-02-12 09:06:59,31.220004,121.357272,ws,72974.0,0.0,7.6,x0,2.0
5708,e5252,2017-02-12 18:15:08,31.195004,121.317192,ws,73201.0,0.0,7.6,x0,1.0
5737,e5252,2017-02-12 22:56:10,31.238988,121.482184,ws,73297.0,0.0,7.6,x0,49.0
5738,e5252,2017-02-12 22:55:24,31.23908,121.48212,ws,73297.0,0.0,7.6,x0,49.0
5742,e5252,2017-02-12 23:43:15,31.226062,121.46508,ws,73305.0,0.0,7.6,x0,44.0
5847,e5252,2017-02-12 18:15:13,31.195006,121.317192,ws,73201.0,0.0,7.6,x0,1.0
5848,e5252,2017-02-12 18:15:22,31.195008,121.317184,ws,73201.0,0.0,7.6,x0,1.0
5849,e5252,2017-02-12 18:15:03,31.195004,121.317192,ws,73201.0,0.0,7.6,x0,1.0
5870,e5252,2017-02-12 22:44:42,31.245604,121.466544,ws,73295.0,0.0,7.6,x0,19.0
5873,e5252,2017-02-12 22:55:55,31.239018,121.48216,ws,73297.0,0.0,7.6,x0,49.0
5881,e5252,2017-02-12 23:43:00,31.226048,121.46506399999998,ws,73305.0,0.0,7.6,x0,44.0
5882,e5252,2017-02-12 23:42:40,31.226038,121.465032,ws,73305.0,0.0,7.6,x0,44.0
5884,e5252,2017-02-12 23:50:51,31.239976,121.459984,ws,73307.0,0.0,7.6,x0,40.0
5885,e5252,2017-02-12 23:51:05,31.239994,121.459968,ws,73307.0,0.0,7.6,x0,40.0
5886,e5252,2017-02-12 23:51:15,31.239994,121.45996,ws,73307.0,0.0,7.6,x0,40.0
5898,e5252,2017-02-12 09:06:54,31.220004,121.357272,ws,72974.0,0.0,7.6,x0,2.0
5993,e5252,2017-02-12 22:44:37,31.245608,121.466552,ws,73295.0,0.0,7.6,x0,19.0
6001,e5252,2017-02-12 23:42:55,31.226046000000004,121.465056,ws,73305.0,0.0,7.6,x0,44.0
6002,e5252,2017-02-12 23:50:40,31.239948,121.459992,ws,73307.0,0.0,7.6,x0,40.0
6108,e5252,2017-02-12 22:44:32,31.245614,121.46656000000002,ws,73295.0,0.0,7.6,x0,19.0
6117,e5252,2017-02-12 23:50:35,31.239928000000006,121.459992,ws,73307.0,0.0,7.6,x0,40.0
6118,e5252,2017-02-12 23:51:10,31.239994,121.459968,ws,73307.0,0.0,7.6,x0,40.0
6219,e5252,2017-02-12 22:32:05,31.258864000000006,121.43132,ws,73290.0,0.0,7.6,x0,33.0
6224,e5252,2017-02-12 22:55:29,31.239062,121.482128,ws,73297.0,0.0,7.6,x0,49.0
6231,e5252,2017-02-12 23:42:50,31.226042,121.465048,ws,73305.0,0.0,7.6,x0,44.0
6360,e5252,2017-02-12 22:56:05,31.238988,121.482184,ws,73297.0,0.0,7.6,x0,49.0
