,car_id,date_time,lat,lon,work_mode,mileage,speed,avg_fuel_consumption,system_mode,grid
163,e3379,2017-01-15 19:24:07,31.265026,121.4894,ws,63690.0,0.0,7.8,x0,9.0
164,e3379,2017-01-15 19:22:38,31.265488,121.488016,ws,63690.0,0.0,7.8,x0,9.0
165,e3379,2017-01-15 19:22:33,31.265488,121.488016,ws,63690.0,0.0,7.8,x0,9.0
166,e3379,2017-01-15 19:25:58,31.265264,121.488576,ws,63690.0,0.0,7.8,x0,9.0
167,e3379,2017-01-15 19:25:48,31.265276,121.488584,ws,63690.0,0.0,7.8,x0,9.0
213,e3379,2017-01-15 22:05:16,31.267092,121.485192,ws,63736.0,0.0,7.8,x0,9.0
215,e3379,2017-01-15 22:02:24,31.266144,121.486824,ws,63736.0,0.0,7.8,x0,9.0
220,e3379,2017-01-15 22:10:00,31.267388,121.485008,ws,63736.0,0.0,7.8,x0,9.0
249,e3379,2017-01-15 14:10:51,31.313622,121.534664,ws,63638.0,0.0,7.8,x0,23.0
358,e3379,2017-01-15 19:23:51,31.265064,121.489368,ws,63690.0,0.0,7.8,x0,9.0
359,e3379,2017-01-15 19:23:12,31.265284,121.488632,ws,63690.0,0.0,7.8,x0,9.0
360,e3379,2017-01-15 19:22:23,31.265484000000004,121.488016,ws,63690.0,0.0,7.8,x0,9.0
361,e3379,2017-01-15 19:25:53,31.265264,121.488576,ws,63690.0,0.0,7.8,x0,9.0
362,e3379,2017-01-15 19:27:17,31.268346,121.487536,ws,63691.0,0.0,7.8,x0,9.0
400,e3379,2017-01-15 22:03:42,31.267004,121.485096,ws,63736.0,0.0,7.8,x0,9.0
401,e3379,2017-01-15 22:05:40,31.267084000000004,121.485208,ws,63736.0,0.0,7.8,x0,9.0
441,e3379,2017-01-15 14:10:26,31.31362,121.534664,ws,63638.0,0.0,7.8,x0,23.0
442,e3379,2017-01-15 14:10:21,31.31362,121.534664,ws,63638.0,0.0,7.8,x0,23.0
548,e3379,2017-01-15 19:13:56,31.2463,121.460912,ws,63686.0,0.0,7.8,x0,43.0
549,e3379,2017-01-15 19:23:06,31.26524,121.488616,ws,63690.0,0.61,7.8,x0,9.0
550,e3379,2017-01-15 19:28:12,31.269996000000006,121.489528,ws,63691.0,0.0,7.8,x0,9.0
551,e3379,2017-01-15 19:28:17,31.269998,121.489528,ws,63691.0,0.0,7.8,x0,9.0
594,e3379,2017-01-15 22:05:06,31.267096,121.485192,ws,63736.0,0.61,7.8,x0,9.0
595,e3379,2017-01-15 22:05:29,31.267086,121.4852,ws,63736.0,0.0,7.8,x0,9.0
633,e3379,2017-01-15 14:11:02,31.313618,121.534656,ws,63638.0,0.0,7.8,x0,23.0
811,e3379,2017-01-15 22:05:01,31.267096,121.485192,ws,63736.0,0.0,7.8,x0,9.0
812,e3379,2017-01-15 22:03:47,31.267026,121.485096,ws,63736.0,0.0,7.8,x0,9.0
813,e3379,2017-01-15 22:07:43,31.26725,121.485064,ws,63736.0,0.0,7.8,x0,9.0
846,e3379,2017-01-15 14:10:31,31.313622,121.534664,ws,63638.0,0.0,7.8,x0,23.0
956,e3379,2017-01-15 19:13:51,31.246296,121.460896,ws,63686.0,0.0,7.8,x0,43.0
959,e3379,2017-01-15 19:22:28,31.265486,121.488024,ws,63690.0,0.0,7.8,x0,9.0
984,e3379,2017-01-15 21:26:02,31.291996,121.505968,ws,63721.0,0.0,7.8,x0,20.0
985,e3379,2017-01-15 21:25:53,31.292022,121.505936,ws,63721.0,0.0,7.8,x0,20.0
986,e3379,2017-01-15 21:25:57,31.292008000000006,121.505952,ws,63721.0,0.0,7.8,x0,20.0
1005,e3379,2017-01-15 22:07:58,31.267264,121.485048,ws,63736.0,0.0,7.8,x0,9.0
1006,e3379,2017-01-15 22:07:38,31.267244,121.485072,ws,63736.0,0.0,7.8,x0,9.0
1007,e3379,2017-01-15 22:05:50,31.267086,121.485216,ws,63736.0,0.0,7.8,x0,9.0
1008,e3379,2017-01-15 22:06:00,31.267092,121.485208,ws,63736.0,0.0,7.8,x0,9.0
1009,e3379,2017-01-15 22:06:10,31.267098,121.485216,ws,63736.0,0.0,7.8,x0,9.0
1041,e3379,2017-01-15 14:10:08,31.313622,121.534664,ws,63638.0,0.0,7.8,x0,23.0
1042,e3379,2017-01-15 14:10:56,31.31362,121.534656,ws,63638.0,0.0,7.8,x0,23.0
1150,e3379,2017-01-15 19:23:17,31.265316,121.488632,ws,63690.0,0.0,7.8,x0,9.0
