,car_id,date_time,lat,lon,work_mode,mileage,speed,avg_fuel_consumption,system_mode,grid
27,e1859,2017-02-04 01:36:51,31.18746,121.358832,ws,52144.0,0.0,7.1,x0,24.0
49,e1859,2017-02-04 02:38:38,31.20176,121.393472,ws,52167.0,0.0,7.1,x0,26.0
50,e1859,2017-02-04 02:38:43,31.201746000000004,121.39348,ws,52167.0,0.0,7.1,x0,26.0
89,e1859,2017-02-04 16:27:44,31.229664,121.465928,ws,52213.0,0.0,7.1,x0,44.0
90,e1859,2017-02-04 16:27:24,31.22966,121.465928,ws,52213.0,0.0,7.1,x0,44.0
107,e1859,2017-02-04 17:14:28,31.291304,121.505704,ws,52230.0,0.0,7.1,x0,20.0
111,e1859,2017-02-04 17:14:57,31.291304,121.505704,ws,52230.0,0.0,7.1,x0,20.0
117,e1859,2017-02-04 17:42:35,31.30236,121.508648,ws,52238.0,0.0,7.1,x0,50.0
118,e1859,2017-02-04 17:42:40,31.30233,121.508696,ws,52238.0,0.0,7.1,x0,50.0
171,e1859,2017-02-04 20:29:27,31.301744,121.50888,ws,52276.0,0.0,7.1,x0,50.0
177,e1859,2017-02-04 21:07:07,31.294152,121.50713600000002,ws,52287.0,0.0,7.1,x0,20.0
214,e1859,2017-02-04 23:09:50,31.273752,121.450464,ws,52345.0,0.0,7.1,x0,39.0
257,e1859,2017-02-04 02:39:22,31.20171,121.393464,ws,52167.0,0.0,7.1,x0,26.0
258,e1859,2017-02-04 02:39:11,31.201716,121.39348,ws,52167.0,0.0,7.1,x0,26.0
297,e1859,2017-02-04 16:27:09,31.22967,121.465928,ws,52213.0,0.0,7.1,x0,44.0
298,e1859,2017-02-04 16:27:54,31.22967,121.46592,ws,52213.0,0.0,7.1,x0,44.0
299,e1859,2017-02-04 16:25:45,31.229382,121.468376,ws,52213.0,0.0,7.1,x0,44.0
310,e1859,2017-02-04 17:14:23,31.291302,121.505704,ws,52230.0,0.0,7.1,x0,20.0
311,e1859,2017-02-04 17:14:18,31.291302,121.505704,ws,52230.0,0.0,7.1,x0,20.0
