,car_id,date_time,lat,lon,work_mode,mileage,speed,avg_fuel_consumption,system_mode,grid
1840,e8190,2017-02-01 10:18:08,31.24058,121.46428799999998,ws,108182.0,0.0,17.4,x0,42.0
1841,e8190,2017-02-01 10:17:58,31.240586,121.46428,ws,108182.0,0.0,17.4,x0,42.0
1842,e8190,2017-02-01 10:14:17,31.238506,121.460224,ws,108181.0,0.0,17.4,x0,41.0
1843,e8190,2017-02-01 10:15:31,31.23849,121.460224,ws,108181.0,0.0,17.4,x0,41.0
1844,e8190,2017-02-01 10:15:15,31.238486,121.460224,ws,108181.0,0.0,17.4,x0,41.0
1979,e8190,2017-02-01 23:31:25,31.293054,121.43591200000002,ws,108507.0,0.0,17.3,x0,18.0
1989,e8190,2017-02-01 10:18:03,31.240582,121.46428,ws,108182.0,0.0,17.4,x0,42.0
1990,e8190,2017-02-01 10:15:05,31.238488,121.460216,ws,108181.0,0.0,17.4,x0,41.0
2138,e8190,2017-02-01 10:14:43,31.238484000000003,121.460216,ws,108181.0,0.0,17.4,x0,41.0
2139,e8190,2017-02-01 10:14:12,31.238508000000003,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2274,e8190,2017-02-01 23:31:50,31.29305,121.43592,ws,108507.0,0.0,17.3,x0,18.0
2295,e8190,2017-02-01 10:14:32,31.238492,121.460216,ws,108181.0,0.0,17.4,x0,41.0
2296,e8190,2017-02-01 10:14:07,31.23851,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2297,e8190,2017-02-01 10:14:48,31.23848,121.460216,ws,108181.0,0.0,17.4,x0,41.0
2298,e8190,2017-02-01 10:15:46,31.238492,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2438,e8190,2017-02-01 23:30:47,31.293002,121.435928,ws,108507.0,0.0,17.3,x0,18.0
2439,e8190,2017-02-01 23:31:55,31.293044,121.435928,ws,108507.0,0.0,17.3,x0,18.0
2440,e8190,2017-02-01 23:31:45,31.293056,121.43592,ws,108507.0,0.0,17.3,x0,18.0
2441,e8190,2017-02-01 23:36:31,31.292796000000006,121.436432,ws,108508.0,0.0,17.3,x0,18.0
2442,e8190,2017-02-01 23:35:55,31.292784,121.436408,ws,108508.0,0.0,17.3,x0,18.0
2456,e8190,2017-02-01 10:17:53,31.240584,121.46428,ws,108182.0,0.0,17.4,x0,42.0
2457,e8190,2017-02-01 10:15:10,31.238488,121.460216,ws,108181.0,0.0,17.4,x0,41.0
2458,e8190,2017-02-01 10:14:38,31.23849,121.460216,ws,108181.0,0.0,17.4,x0,41.0
2601,e8190,2017-02-01 23:30:41,31.292992,121.435928,ws,108507.0,0.0,17.3,x0,18.0
2602,e8190,2017-02-01 23:31:15,31.293044,121.43591200000002,ws,108507.0,0.0,17.3,x0,18.0
2603,e8190,2017-02-01 23:31:30,31.29306,121.43591200000002,ws,108507.0,0.0,17.3,x0,18.0
2605,e8190,2017-02-01 23:36:11,31.292774,121.436432,ws,108508.0,0.0,17.3,x0,18.0
2631,e8190,2017-02-01 10:14:02,31.238512,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2632,e8190,2017-02-01 10:15:20,31.238486,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2633,e8190,2017-02-01 10:15:36,31.23849,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2634,e8190,2017-02-01 10:15:41,31.23849,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2635,e8190,2017-02-01 10:15:26,31.238488,121.460224,ws,108181.0,0.0,17.4,x0,41.0
2796,e8190,2017-02-01 23:30:52,31.293016,121.43592,ws,108507.0,0.0,17.3,x0,18.0
2797,e8190,2017-02-01 23:31:02,31.293026,121.43592,ws,108507.0,0.0,17.3,x0,18.0
2798,e8190,2017-02-01 23:30:12,31.292928000000003,121.435936,ws,108507.0,0.0,17.3,x0,18.0
2799,e8190,2017-02-01 23:31:40,31.293064,121.43591200000002,ws,108507.0,0.0,17.3,x0,18.0
2802,e8190,2017-02-01 23:30:31,31.29298,121.435928,ws,108507.0,0.0,17.3,x0,18.0
2803,e8190,2017-02-01 23:35:46,31.292790000000004,121.436416,ws,108508.0,0.0,17.3,x0,18.0
2804,e8190,2017-02-01 23:36:21,31.292778,121.436432,ws,108508.0,0.0,17.3,x0,18.0
2805,e8190,2017-02-01 23:36:06,31.292772,121.436424,ws,108508.0,0.0,17.3,x0,18.0
2948,e8190,2017-02-01 23:30:36,31.292984000000004,121.435928,ws,108507.0,0.0,17.3,x0,18.0
