,car_id,date_time,lat,lon,work_mode,mileage,speed,avg_fuel_consumption,system_mode,grid
23,e2816,2017-02-11 10:36:33,31.22227,121.35592,ws,55208.0,0.0,8.2,x0,2.0
64,e2816,2017-02-11 13:22:30,31.272996000000006,121.451448,ws,55261.0,0.0,8.2,x0,39.0
67,e2816,2017-02-11 13:55:21,31.270338,121.454008,ws,55269.0,0.0,8.2,x0,39.0
194,e2816,2017-02-11 10:50:28,31.221862,121.356648,ws,55211.0,0.0,8.2,x0,2.0
249,e2816,2017-02-11 13:54:21,31.270318,121.454008,ws,55269.0,0.0,8.2,x0,39.0
250,e2816,2017-02-11 13:54:35,31.270298,121.454024,ws,55269.0,0.0,8.2,x0,39.0
360,e2816,2017-02-11 10:36:43,31.222272,121.35592,ws,55208.0,0.0,8.2,x0,2.0
361,e2816,2017-02-11 10:37:19,31.222258,121.355928,ws,55208.0,0.0,8.2,x0,2.0
366,e2816,2017-02-11 10:50:23,31.221864,121.356648,ws,55211.0,0.0,8.2,x0,2.0
402,e2816,2017-02-11 13:22:35,31.272998,121.451448,ws,55261.0,0.0,8.2,x0,39.0
409,e2816,2017-02-11 13:54:30,31.2703,121.454016,ws,55269.0,0.0,8.2,x0,39.0
410,e2816,2017-02-11 13:53:58,31.270302,121.454016,ws,55269.0,0.0,8.2,x0,39.0
483,e2816,2017-02-11 00:27:03,31.23621,121.462032,ws,55147.0,0.0,8.2,x0,41.0
484,e2816,2017-02-11 00:27:07,31.23622,121.462032,ws,55147.0,0.0,8.2,x0,41.0
495,e2816,2017-02-11 10:36:21,31.222264000000006,121.35592,ws,55208.0,0.0,8.2,x0,2.0
496,e2816,2017-02-11 10:36:38,31.222272,121.35592,ws,55208.0,0.0,8.2,x0,2.0
497,e2816,2017-02-11 10:37:04,31.22226,121.35592,ws,55208.0,0.0,8.2,x0,2.0
498,e2816,2017-02-11 10:37:14,31.222258,121.355928,ws,55208.0,0.0,8.2,x0,2.0
500,e2816,2017-02-11 10:50:05,31.221856,121.35663999999998,ws,55211.0,0.0,8.2,x0,2.0
532,e2816,2017-02-11 13:23:33,31.273014,121.451448,ws,55261.0,0.0,8.2,x0,39.0
538,e2816,2017-02-11 13:55:01,31.270316,121.454016,ws,55269.0,0.0,8.2,x0,39.0
635,e2816,2017-02-11 10:50:00,31.221854,121.356632,ws,55211.0,0.0,8.2,x0,2.0
636,e2816,2017-02-11 10:49:56,31.221854,121.35663999999998,ws,55211.0,0.0,8.2,x0,2.0
638,e2816,2017-02-11 10:50:39,31.22186,121.356648,ws,55211.0,0.0,8.2,x0,2.0
680,e2816,2017-02-11 13:22:25,31.272994,121.451448,ws,55261.0,0.0,8.2,x0,39.0
686,e2816,2017-02-11 13:53:42,31.270308,121.454048,ws,55269.0,0.0,8.2,x0,39.0
687,e2816,2017-02-11 13:53:53,31.270298,121.454024,ws,55269.0,0.0,8.2,x0,39.0
688,e2816,2017-02-11 13:54:11,31.27032,121.454008,ws,55269.0,0.0,8.2,x0,39.0
769,e2816,2017-02-11 10:37:28,31.222262,121.355928,ws,55208.0,0.0,8.2,x0,2.0
821,e2816,2017-02-11 13:22:50,31.273004,121.451448,ws,55261.0,0.0,8.2,x0,39.0
833,e2816,2017-02-11 13:54:51,31.270304,121.454024,ws,55269.0,0.0,8.2,x0,39.0
834,e2816,2017-02-11 13:55:16,31.270332,121.454008,ws,55269.0,0.0,8.2,x0,39.0
835,e2816,2017-02-11 13:54:56,31.27031,121.454016,ws,55269.0,0.0,8.2,x0,39.0
908,e2816,2017-02-11 00:36:42,31.23459,121.449168,ws,55150.0,0.0,8.2,x0,37.0
923,e2816,2017-02-11 10:36:16,31.222264000000006,121.35592,ws,55208.0,0.0,8.2,x0,2.0
924,e2816,2017-02-11 10:37:09,31.222258,121.35592,ws,55208.0,0.0,8.2,x0,2.0
925,e2816,2017-02-11 10:36:49,31.222272,121.35592,ws,55208.0,0.0,8.2,x0,2.0
926,e2816,2017-02-11 10:36:59,31.222264000000006,121.35592,ws,55208.0,0.0,8.2,x0,2.0
928,e2816,2017-02-11 10:49:46,31.221852,121.35663999999998,ws,55211.0,0.0,8.2,x0,2.0
929,e2816,2017-02-11 10:50:49,31.221858,121.356648,ws,55211.0,0.0,8.2,x0,2.0
977,e2816,2017-02-11 13:23:11,31.273014,121.451464,ws,55261.0,0.0,8.2,x0,39.0
978,e2816,2017-02-11 13:22:45,31.273000000000003,121.451448,ws,55261.0,0.0,8.2,x0,39.0
983,e2816,2017-02-11 13:54:41,31.270298,121.454024,ws,55269.0,0.0,8.2,x0,39.0
