,car_id,date_time,lat,lon,work_mode,mileage,speed,avg_fuel_consumption,system_mode,grid
217,e8017,2017-01-28 16:42:47,31.235652,121.477544,ws,126137.0,0.0,,x0,46.0
238,e8017,2017-01-28 17:28:49,31.237148,121.481096,ws,126148.0,0.0,,x0,49.0
366,e8017,2017-01-28 16:40:54,31.236728000000006,121.481608,ws,126136.0,0.0,,x0,49.0
483,e8017,2017-01-28 16:40:49,31.236726,121.481608,ws,126136.0,0.0,,x0,49.0
501,e8017,2017-01-28 17:28:09,31.237170000000006,121.48108,ws,126148.0,0.0,,x0,49.0
502,e8017,2017-01-28 17:28:19,31.237172,121.481072,ws,126148.0,0.0,,x0,49.0
503,e8017,2017-01-28 17:28:25,31.237176,121.481072,ws,126148.0,0.0,,x0,49.0
504,e8017,2017-01-28 17:28:39,31.237166,121.48108,ws,126148.0,0.0,,x0,49.0
622,e8017,2017-01-28 16:43:11,31.23573,121.477456,ws,126137.0,0.0,,x0,46.0
623,e8017,2017-01-28 16:41:29,31.236742,121.481576,ws,126136.0,0.0,,x0,49.0
723,e8017,2017-01-28 16:41:04,31.236732,121.481592,ws,126136.0,0.0,,x0,49.0
724,e8017,2017-01-28 16:41:14,31.23674,121.481584,ws,126136.0,0.0,,x0,49.0
725,e8017,2017-01-28 16:43:16,31.235744,121.477456,ws,126137.0,0.0,,x0,46.0
726,e8017,2017-01-28 16:42:58,31.235674,121.477512,ws,126137.0,0.0,,x0,46.0
750,e8017,2017-01-28 17:28:14,31.237166,121.48108,ws,126148.0,0.0,,x0,49.0
753,e8017,2017-01-28 17:49:55,31.2081,121.404808,ws,126159.0,0.0,,x0,27.0
873,e8017,2017-01-28 16:41:19,31.23674,121.481584,ws,126136.0,0.0,,x0,49.0
874,e8017,2017-01-28 16:41:09,31.236734,121.481592,ws,126136.0,0.0,,x0,49.0
902,e8017,2017-01-28 17:28:04,31.23718,121.481072,ws,126148.0,0.0,,x0,49.0
903,e8017,2017-01-28 17:28:44,31.237154,121.481088,ws,126148.0,0.0,,x0,49.0
