,car_id,date_time,lat,lon,power_mode,mileage,speed,fuel_consumption,grid
744,r71580,2017-01-24 07:33:17,31.180279,121.437297,dph,2992.0,55.8,350217,17.0
745,r71580,2017-01-24 07:33:22,31.180723,121.437947,dph,2992.0,57.7,350225,17.0
746,r71580,2017-01-24 07:33:27,31.181207,121.438565,dph,2992.0,60.5,350233,17.0
747,r71580,2017-01-24 07:33:32,31.181738,121.439252,dph,2992.0,65.1,350245,17.0
1531,r76404,2017-01-24 00:33:46,31.172984000000003,121.34013799999998,dph,1275.0,66.3,155621,12.0
1532,r76404,2017-01-24 00:33:51,31.173455,121.340968,dph,1276.0,71.4,155636,12.0
1533,r76404,2017-01-24 00:33:56,31.173972,121.341817,dph,1276.0,71.7,155645,12.0
1534,r76404,2017-01-24 00:34:01,31.174533,121.34266,dph,1276.0,73.5,155655,12.0
1553,r76404,2017-01-24 00:35:36,31.185739,121.355474,dph,1278.0,65.5,155807,24.0
1554,r76404,2017-01-24 00:35:41,31.186127000000006,121.356318,dph,1278.0,64.8,155815,24.0
1555,r76404,2017-01-24 00:35:46,31.186462,121.357178,dph,1278.0,63.5,155821,24.0
1556,r76404,2017-01-24 00:35:51,31.186754,121.358045,dph,1278.0,63.8,155826,24.0
1557,r76404,2017-01-24 00:35:56,31.187026,121.35891200000002,dph,1278.0,61.5,155826,24.0
1558,r76404,2017-01-24 00:36:01,31.187296000000003,121.359771,dph,1278.0,65.0,155832,24.0
1769,r76404,2017-01-24 00:56:00,31.151128000000003,121.510291,dph,1297.0,66.2,157516,4.0
1770,r76404,2017-01-24 00:56:05,31.151329,121.511238,dph,1297.0,64.8,157525,4.0
1771,r76404,2017-01-24 00:56:10,31.15159,121.51217,dph,1297.0,62.9,157529,4.0
1772,r76404,2017-01-24 00:56:15,31.15187,121.513047,dph,1297.0,63.7,157536,4.0
1773,r76404,2017-01-24 00:56:20,31.15216,121.513903,dph,1298.0,59.4,157537,4.0
1774,r76404,2017-01-24 00:56:25,31.152416,121.51466299999998,dph,1298.0,53.2,157537,4.0
5306,r72695,2017-01-24 08:25:55,31.301935,121.509984,dph,2591.0,41.0,345917,50.0
5307,r72695,2017-01-24 08:26:00,31.301774,121.509384,dph,2591.0,43.4,345922,50.0
5308,r72695,2017-01-24 08:26:10,31.301825,121.508851,dph,2591.0,21.0,345927,50.0
5309,r72695,2017-01-24 08:26:15,31.302135,121.508719,dph,2591.0,30.8,345933,50.0
5310,r72695,2017-01-24 08:26:20,31.302544,121.508521,dph,2591.0,37.1,345938,50.0
5311,r72695,2017-01-24 08:26:25,31.302996000000004,121.508256,dph,2591.0,40.1,345944,50.0
5312,r72695,2017-01-24 08:26:30,31.303448,121.507991,dph,2591.0,39.5,345948,50.0
5313,r72695,2017-01-24 08:26:35,31.303872,121.50773,dph,2591.0,35.3,345950,50.0
5314,r72695,2017-01-24 08:26:40,31.304149,121.507554,dph,2591.0,13.5,345951,50.0
5315,r72695,2017-01-24 08:26:45,31.304205,121.507507,dph,2591.0,5.0,345953,50.0
5316,r72695,2017-01-24 08:26:50,31.304313,121.507428,dph,2591.0,14.9,345958,50.0
5317,r72695,2017-01-24 08:26:55,31.304484,121.507569,dph,2591.0,22.9,345962,50.0
5318,r72695,2017-01-24 08:27:00,31.304596000000004,121.507908,dph,2591.0,22.3,345966,50.0
5319,r72695,2017-01-24 08:27:05,31.304629,121.508042,dph,2591.0,2.4,345967,50.0
5320,r72695,2017-01-24 08:27:10,31.304636,121.50804,dph,2591.0,1.2,345969,50.0
5321,r72695,2017-01-24 08:27:15,31.304666,121.508072,dph,2591.0,3.5,345971,50.0
5322,r72695,2017-01-24 08:27:20,31.304693,121.508083,dph,2591.0,2.0,345974,50.0
5323,r72695,2017-01-24 08:27:25,31.304709000000006,121.508093,dph,2591.0,3.9,345978,50.0
5324,r72695,2017-01-24 08:27:30,31.304776,121.508076,dph,2591.0,6.3,345982,50.0
5325,r72695,2017-01-24 08:27:35,31.304821,121.508062,dph,2591.0,2.9,345983,50.0
5326,r72695,2017-01-24 08:27:40,31.304867,121.508045,dph,2591.0,6.0,345986,50.0
5327,r72695,2017-01-24 08:27:45,31.304942,121.508039,dph,2591.0,8.6,345988,50.0
5368,r72695,2017-01-24 10:39:59,31.304977,121.507865,dph,2592.0,8.5,346126,50.0
5369,r72695,2017-01-24 10:40:04,31.304915,121.50791,dph,2592.0,0.1,346128,50.0
5370,r72695,2017-01-24 10:40:14,31.304877,121.507956,dph,2592.0,0.0,346133,50.0
5371,r72695,2017-01-24 10:40:19,31.304839,121.507977,dph,2592.0,5.0,346139,50.0
5372,r72695,2017-01-24 10:40:24,31.304779,121.508036,dph,2592.0,2.9,346142,50.0
5373,r72695,2017-01-24 10:40:29,31.304761,121.508059,dph,2592.0,4.1,346145,50.0
5374,r72695,2017-01-24 10:40:34,31.304749,121.508081,dph,2592.0,4.1,346149,50.0
5375,r72695,2017-01-24 10:40:39,31.304727000000003,121.508114,dph,2592.0,12.6,346156,50.0
5376,r72695,2017-01-24 10:40:49,31.304714,121.508198,dph,2592.0,0.1,346162,50.0
5377,r72695,2017-01-24 10:40:54,31.304691,121.508205,dph,2592.0,0.0,346165,50.0
5378,r72695,2017-01-24 10:41:04,31.304675,121.508209,dph,2592.0,0.0,346170,50.0
5379,r72695,2017-01-24 10:41:09,31.304675,121.508209,dph,2592.0,0.0,346172,50.0
5380,r72695,2017-01-24 10:41:24,31.304676,121.508209,dph,2592.0,1.6,346180,50.0
5381,r72695,2017-01-24 10:41:29,31.304672,121.508199,dph,2592.0,2.3,346184,50.0
5382,r72695,2017-01-24 10:41:44,31.304669,121.508145,dph,2592.0,0.0,346191,50.0
5383,r72695,2017-01-24 10:41:49,31.30467,121.508143,dph,2592.0,0.0,346193,50.0
5384,r72695,2017-01-24 10:41:59,31.30467,121.508142,dph,2592.0,0.0,346198,50.0
5385,r72695,2017-01-24 10:42:04,31.30467,121.508141,dph,2592.0,0.0,346201,50.0
5386,r72695,2017-01-24 10:42:19,31.30467,121.508141,dph,2592.0,0.0,346208,50.0
5387,r72695,2017-01-24 10:42:24,31.30467,121.508141,dph,2592.0,0.0,346210,50.0
5388,r72695,2017-01-24 10:42:39,31.304672,121.508142,dph,2592.0,0.0,346217,50.0
5389,r72695,2017-01-24 10:42:44,31.304672,121.508142,dph,2592.0,0.0,346219,50.0
5390,r72695,2017-01-24 10:42:59,31.304672,121.508142,dph,2592.0,0.0,346226,50.0
5391,r72695,2017-01-24 10:43:04,31.304685,121.50818999999998,dph,2592.0,8.3,346231,50.0
5392,r72695,2017-01-24 10:43:09,31.30475,121.508401,dph,2592.0,11.8,346237,50.0
5393,r72695,2017-01-24 10:43:14,31.304801,121.508554,dph,2592.0,8.1,346240,50.0
5394,r72695,2017-01-24 10:43:24,31.304827000000003,121.50858999999998,dph,2592.0,0.0,346245,50.0
5395,r72695,2017-01-24 10:43:29,31.304826,121.508608,dph,2592.0,0.0,346248,50.0
5396,r72695,2017-01-24 10:43:44,31.304825,121.50861299999998,dph,2592.0,0.0,346255,50.0
5397,r72695,2017-01-24 10:43:49,31.304825,121.508614,dph,2592.0,0.0,346258,50.0
5398,r72695,2017-01-24 10:43:59,31.304824,121.508615,dph,2592.0,0.0,346263,50.0
5399,r72695,2017-01-24 10:44:04,31.304823,121.508615,dph,2592.0,0.0,346266,50.0
5400,r72695,2017-01-24 10:44:19,31.304823,121.508618,dph,2592.0,0.0,346274,50.0
5401,r72695,2017-01-24 10:44:24,31.304823,121.508619,dph,2592.0,0.0,346276,50.0
5402,r72695,2017-01-24 10:44:39,31.304784,121.508552,dph,2592.0,2.3,346286,50.0
5403,r72695,2017-01-24 10:44:54,31.304772,121.508582,dph,2592.0,5.2,346295,50.0
5404,r72695,2017-01-24 10:44:59,31.304826,121.508711,dph,2592.0,19.8,346302,50.0
5405,r72695,2017-01-24 10:45:04,31.304917,121.50906,dph,2592.0,21.1,346307,50.0
5406,r72695,2017-01-24 10:45:09,31.304965000000006,121.509253,dph,2592.0,2.0,346309,50.0
5407,r72695,2017-01-24 10:45:14,31.304943,121.509276,dph,2592.0,0.0,346312,50.0
5408,r72695,2017-01-24 10:45:19,31.30494,121.50928600000002,dph,2592.0,0.0,346314,50.0
5409,r72695,2017-01-24 10:45:24,31.304935,121.509285,dph,2592.0,0.0,346316,50.0
5410,r72695,2017-01-24 10:45:29,31.304937,121.509291,dph,2592.0,0.0,346319,50.0
5411,r72695,2017-01-24 10:45:34,31.304938,121.509289,dph,2592.0,0.0,346322,50.0
5412,r72695,2017-01-24 10:45:39,31.304935,121.509296,dph,2592.0,0.0,346324,50.0
5413,r72695,2017-01-24 10:45:44,31.304934000000006,121.509298,dph,2592.0,0.0,346327,50.0
5414,r72695,2017-01-24 10:45:49,31.304939,121.509292,dph,2592.0,0.6,346331,50.0
5415,r72695,2017-01-24 10:45:54,31.30494,121.509312,dph,2592.0,0.0,346334,50.0
5416,r72695,2017-01-24 10:45:59,31.304932,121.509332,dph,2592.0,0.0,346336,50.0
5417,r72695,2017-01-24 10:46:04,31.304925,121.509329,dph,2592.0,0.0,346339,50.0
5418,r72695,2017-01-24 10:46:09,31.304924,121.50933,dph,2592.0,0.0,346342,50.0
5419,r72695,2017-01-24 10:46:14,31.304924,121.509331,dph,2592.0,0.0,346345,50.0
5420,r72695,2017-01-24 10:46:19,31.304926,121.509338,dph,2592.0,6.8,346349,50.0
5579,r72695,2017-01-24 11:26:49,31.301905,121.509918,dph,2595.0,17.6,346919,50.0
