,car_id,date_time,lat,lon,power_mode,mileage,speed,fuel_consumption,grid
1371,r72992,2017-01-16 22:06:12,31.249692,121.465659,dph,5270.0,53.8,619739.0,19.0
1372,r72992,2017-01-16 22:06:17,31.249142,121.465807,dph,5270.0,56.0,619749.0,19.0
1373,r72992,2017-01-16 22:06:24,31.248221,121.466259,dph,5271.0,45.7,619754.0,19.0
1374,r72992,2017-01-16 22:06:29,31.247585,121.466358,dph,5271.0,43.1,619763.0,19.0
1375,r72992,2017-01-16 22:06:39,31.246873,121.466381,dph,5271.0,24.3,619769.0,19.0
1376,r72992,2017-01-16 22:06:44,31.246771000000006,121.465864,dph,5271.0,48.1,619788.0,19.0
1377,r72992,2017-01-16 22:06:49,31.246615,121.46516,dph,5271.0,47.7,619793.0,19.0
1378,r72992,2017-01-16 22:06:54,31.246477,121.4645,dph,5271.0,42.7,619795.0,43.0
1379,r72992,2017-01-16 22:06:59,31.246389,121.463868,dph,5271.0,45.0,619801.0,43.0
1380,r72992,2017-01-16 22:07:04,31.246349,121.463166,dph,5271.0,50.7,619810.0,43.0
1381,r72992,2017-01-16 22:07:09,31.246349,121.462392,dph,5271.0,53.6,619820.0,43.0
1382,r72992,2017-01-16 22:07:14,31.246367,121.461624,dph,5271.0,50.5,619823.0,43.0
1383,r72992,2017-01-16 22:07:19,31.246475,121.460841,dph,5271.0,62.5,619841.0,43.0
1437,r72992,2017-01-16 22:11:54,31.270348,121.469486,dph,5275.0,68.2,620188.0,45.0
1451,r72992,2017-01-16 22:13:04,31.279407,121.475103,dph,5276.0,54.9,620258.0,47.0
1452,r72992,2017-01-16 22:13:09,31.279785,121.47578,dph,5276.0,51.2,620262.0,47.0
1453,r72992,2017-01-16 22:13:14,31.280072,121.476424,dph,5276.0,50.7,620267.0,48.0
1454,r72992,2017-01-16 22:13:19,31.280392,121.477056,dph,5276.0,49.1,620272.0,48.0
1455,r72992,2017-01-16 22:13:24,31.28083,121.477613,dph,5276.0,51.9,620279.0,48.0
1456,r72992,2017-01-16 22:13:29,31.281354,121.478008,dph,5276.0,45.9,620279.0,48.0
1457,r72992,2017-01-16 22:13:34,31.281921,121.478241,dph,5276.0,49.1,620286.0,48.0
1458,r72992,2017-01-16 22:13:39,31.282477,121.478344,dph,5276.0,37.1,620287.0,48.0
1459,r72992,2017-01-16 22:13:44,31.283,121.478387,dph,5276.0,47.3,620296.0,48.0
1460,r72992,2017-01-16 22:13:49,31.283557,121.47844,dph,5276.0,39.2,620298.0,48.0
1461,r72992,2017-01-16 22:13:54,31.284145,121.47848799999998,dph,5276.0,54.5,620310.0,48.0
1462,r72992,2017-01-16 22:13:59,31.284858000000003,121.478535,dph,5276.0,58.1,620319.0,48.0
5360,r77084,2017-01-16 17:39:53,31.187444,121.359907,dph,642.0,72.9,82246.0,24.0
5361,r77084,2017-01-16 17:39:58,31.18713,121.358895,dph,643.0,72.4,82256.0,24.0
5362,r77084,2017-01-16 17:40:03,31.186813,121.357888,dph,643.0,73.3,82264.0,24.0
5363,r77084,2017-01-16 17:40:08,31.186473,121.356898,dph,643.0,72.3,82272.0,24.0
5364,r77084,2017-01-16 17:40:13,31.186072,121.355926,dph,643.0,73.6,82279.0,24.0
5397,r77084,2017-01-16 17:42:58,31.174859,121.342846,dph,645.0,48.1,82411.0,12.0
5398,r77084,2017-01-16 17:43:03,31.174445,121.342257,dph,645.0,52.7,82419.0,12.0
5399,r77084,2017-01-16 17:43:08,31.174024,121.341614,dph,645.0,54.2,82424.0,12.0
5400,r77084,2017-01-16 17:43:13,31.173634000000003,121.340984,dph,645.0,52.9,82428.0,12.0
5401,r77084,2017-01-16 17:43:18,31.17325,121.340339,dph,645.0,53.8,82434.0,12.0
6173,r77084,2017-01-16 21:56:49,31.173029,121.340119,dph,673.0,62.0,86098.0,12.0
6174,r77084,2017-01-16 21:56:54,31.173463,121.340877,dph,674.0,61.6,86104.0,12.0
6175,r77084,2017-01-16 21:56:59,31.173901,121.341619,dph,674.0,62.0,86110.0,12.0
6176,r77084,2017-01-16 21:57:04,31.174394,121.342403,dph,674.0,69.7,86122.0,12.0
6177,r77084,2017-01-16 21:57:09,31.174983,121.343242,dph,674.0,77.0,86138.0,12.0
6192,r77084,2017-01-16 21:58:24,31.18568,121.35523899999998,dph,675.0,75.9,86277.0,24.0
6193,r77084,2017-01-16 21:58:29,31.186127000000006,121.356188,dph,676.0,72.0,86282.0,24.0
6194,r77084,2017-01-16 21:58:34,31.186491,121.357119,dph,676.0,63.4,86286.0,24.0
6195,r77084,2017-01-16 21:58:39,31.186775,121.357976,dph,676.0,66.2,86292.0,24.0
6196,r77084,2017-01-16 21:58:44,31.187081,121.358948,dph,676.0,72.7,86303.0,24.0
6197,r77084,2017-01-16 21:58:49,31.187396000000003,121.359955,dph,676.0,72.0,86306.0,24.0
6227,r77084,2017-01-16 22:01:24,31.200468,121.390827,dph,679.0,75.7,86540.0,26.0
6228,r77084,2017-01-16 22:01:29,31.200951,121.391777,dph,679.0,74.3,86546.0,26.0
6229,r77084,2017-01-16 22:01:34,31.201344,121.392778,dph,679.0,72.7,86551.0,26.0
6230,r77084,2017-01-16 22:01:39,31.201633,121.393753,dph,680.0,67.4,86553.0,26.0
6231,r77084,2017-01-16 22:01:44,31.201879,121.394682,dph,680.0,65.7,86558.0,26.0
6242,r77084,2017-01-16 22:02:39,31.205283,121.403616,dph,681.0,55.1,86649.0,27.0
6243,r77084,2017-01-16 22:02:44,31.205744,121.404266,dph,681.0,60.5,86665.0,27.0
6244,r77084,2017-01-16 22:02:49,31.206256,121.404969,dph,681.0,66.9,86684.0,27.0
6254,r77084,2017-01-16 22:03:39,31.210124,121.41262,dph,682.0,64.4,86743.0,29.0
6255,r77084,2017-01-16 22:03:44,31.210323,121.413601,dph,682.0,70.5,86750.0,29.0
6256,r77084,2017-01-16 22:03:49,31.210532,121.41461,dph,682.0,70.0,86752.0,29.0
6317,r77084,2017-01-16 22:08:54,31.226402,121.465193,dph,687.0,62.6,87117.0,44.0
6318,r77084,2017-01-16 22:08:59,31.226761,121.466049,dph,687.0,65.9,87126.0,44.0
6319,r77084,2017-01-16 22:09:04,31.227131,121.466947,dph,687.0,64.5,87136.0,44.0
6320,r77084,2017-01-16 22:09:09,31.227483000000007,121.467796,dph,687.0,62.6,87142.0,44.0
6321,r77084,2017-01-16 22:09:14,31.227826,121.468628,dph,687.0,59.9,87147.0,44.0
6322,r77084,2017-01-16 22:09:19,31.228169,121.469403,dph,687.0,59.7,87153.0,44.0
7370,r72992,2017-01-16 22:06:34,31.247124,121.466489,dph,5271.0,23.1,619764.0,19.0
8890,r77961,2017-01-16 06:34:59,31.225214,121.465906,dph,1591.0,68.7,158332.0,44.0
8891,r77961,2017-01-16 06:35:04,31.225846,121.465204,dph,1591.0,67.7,158343.0,44.0
8902,r77961,2017-01-16 06:35:59,31.235124,121.462014,dph,1592.0,72.0,158399.0,41.0
8903,r77961,2017-01-16 06:36:04,31.235999,121.46183700000002,dph,1592.0,68.7,158404.0,41.0
