,car_id,date_time,lat,lon,power_mode,mileage,speed,fuel_consumption,grid
0,r73612,2017-01-06 06:15:00,31.210685,121.414943,dph,8950,57.0,1062702,29.0
1,r73612,2017-01-06 06:15:05,31.210507,121.414126,dph,8950,58.2,1062712,29.0
2,r73612,2017-01-06 06:15:10,31.210337,121.413274,dph,8950,58.5,1062724,29.0
3,r73612,2017-01-06 06:15:15,31.21016,121.412434,dph,8950,59.8,1062733,29.0
13,r73612,2017-01-06 06:16:05,31.206296,121.404953,dph,8951,63.5,1062790,27.0
14,r73612,2017-01-06 06:16:10,31.205782,121.404231,dph,8951,62.7,1062790,27.0
15,r73612,2017-01-06 06:16:15,31.20527,121.40353,dph,8951,61.3,1062790,27.0
25,r73612,2017-01-06 06:17:05,31.201814,121.394156,dph,8952,73.1,1062864,26.0
26,r73612,2017-01-06 06:17:10,31.201546,121.393128,dph,8953,71.1,1062870,26.0
27,r73612,2017-01-06 06:17:15,31.201198,121.39215,dph,8953,71.5,1062877,26.0
28,r73612,2017-01-06 06:17:20,31.200776,121.391225,dph,8953,72.3,1062884,26.0
29,r73612,2017-01-06 06:17:25,31.200281,121.390334,dph,8953,68.7,1062887,26.0
63,r73612,2017-01-06 06:20:15,31.187287,121.359469,dph,8956,70.3,1063108,24.0
64,r73612,2017-01-06 06:20:20,31.186986,121.358525,dph,8956,64.4,1063112,24.0
65,r73612,2017-01-06 06:20:25,31.186717,121.35766,dph,8956,60.5,1063118,24.0
66,r73612,2017-01-06 06:20:30,31.186414000000006,121.35681,dph,8956,64.2,1063127,24.0
67,r73612,2017-01-06 06:20:35,31.186054,121.355936,dph,8956,65.4,1063133,24.0
68,r73612,2017-01-06 06:20:40,31.185655,121.355109,dph,8957,65.7,1063138,24.0
119,r73612,2017-01-06 06:37:10,31.18573,121.355471,dph,8968,58.1,1063984,24.0
172,r73612,2017-01-06 06:47:05,31.235137,121.406809,dph,8977,58.9,1064524,28.0
173,r73612,2017-01-06 06:47:10,31.235797,121.407232,dph,8977,59.4,1064528,28.0
174,r73612,2017-01-06 06:47:15,31.236435,121.407693,dph,8977,59.5,1064532,28.0
175,r73612,2017-01-06 06:47:20,31.237072,121.408155,dph,8977,59.2,1064535,28.0
176,r73612,2017-01-06 06:47:25,31.237704,121.408608,dph,8977,58.8,1064539,28.0
194,r73612,2017-01-06 06:50:25,31.254124,121.430372,dph,8980,61.2,1064720,32.0
195,r73612,2017-01-06 06:50:30,31.254758,121.43088799999998,dph,8980,64.8,1064727,32.0
196,r73612,2017-01-06 06:50:35,31.255387,121.431507,dph,8980,64.0,1064733,33.0
197,r73612,2017-01-06 06:50:40,31.255891,121.432294,dph,8980,69.9,1064746,33.0
198,r73612,2017-01-06 06:50:45,31.256275,121.433182,dph,8980,65.7,1064749,33.0
1394,r8534,2017-01-06 15:22:55,31.26248,121.390981,dph,10799,0.0,1121710,15.0
1567,r40282,2017-01-06 16:52:38,31.22976,121.444707,dph,8425,23.8,811029,35.0
1568,r40282,2017-01-06 16:53:23,31.230089000000003,121.447142,dph,8425,10.2,811055,37.0
1570,r40282,2017-01-06 18:03:48,31.230598,121.449591,dph,8426,13.6,811224,37.0
1571,r40282,2017-01-06 18:03:53,31.230746000000003,121.449533,dph,8426,13.0,811226,37.0
1580,r40282,2017-01-06 18:21:08,31.228632,121.468147,dph,8429,14.0,811593,44.0
1642,r75642,2017-01-06 17:15:02,31.197035,121.419325,dph,861,38.8,116474,31.0
1643,r75642,2017-01-06 17:15:07,31.197151,121.41886,dph,861,27.2,116476,31.0
1644,r75642,2017-01-06 17:15:22,31.197267,121.418164,dph,861,6.8,116483,31.0
1645,r75642,2017-01-06 17:15:37,31.197284000000003,121.41806499999998,dph,861,5.3,116487,31.0
1646,r75642,2017-01-06 17:15:42,31.197296,121.418001,dph,861,2.2,116489,31.0
1647,r75642,2017-01-06 17:15:57,31.197389,121.417939,dph,861,10.6,116498,31.0
1720,r36360,2017-01-06 17:18:23,31.210137,121.412192,dph,4821,16.4,449761,29.0
1721,r36360,2017-01-06 17:18:28,31.210267,121.412368,dph,4821,13.1,449763,29.0
1726,r36360,2017-01-06 17:29:03,31.220146000000003,121.41131,dph,4822,11.9,450004,7.0
1727,r36360,2017-01-06 17:29:18,31.220461,121.411162,dph,4822,12.7,450012,7.0
