,car_id,date_time,lat,lon,power_mode,mileage,speed,fuel_consumption,grid
625,r29763,2017-01-30 10:00:20,31.197137,121.316629,dph,17747,0.0,1761834,1.0
646,r29763,2017-01-30 11:22:04,31.195044,121.317216,dph,17794,0.0,1764826,1.0
674,r29661,2017-01-30 23:40:22,31.237595,121.478471,dph,6520,0.0,650958,46.0
675,r29661,2017-01-30 23:40:27,31.237597,121.478475,dph,6520,0.0,650959,46.0
676,r29661,2017-01-30 23:40:32,31.237598,121.478477,dph,6520,0.0,650960,46.0
677,r29661,2017-01-30 23:40:37,31.237599,121.478479,dph,6520,0.0,650961,46.0
678,r29661,2017-01-30 23:40:42,31.237599,121.478481,dph,6520,0.0,650962,46.0
1233,r29763,2017-01-30 11:21:24,31.195066,121.317164,dph,17794,0.0,1764815,1.0
1358,r29763,2017-01-30 11:21:54,31.195045,121.317216,dph,17794,0.0,1764823,1.0
1359,r29763,2017-01-30 11:21:59,31.195045,121.317216,dph,17794,0.0,1764825,1.0
1789,r29763,2017-01-30 00:25:08,31.276994,121.475933,dph,17569,25.2,1747894,47.0
1893,r29763,2017-01-30 15:52:28,31.228202000000003,121.46908700000002,dph,17839,8.1,1769650,44.0
1894,r29763,2017-01-30 15:52:33,31.228127,121.468894,dph,17839,19.9,1769655,44.0
1990,r29661,2017-01-30 20:14:00,31.239636,121.480401,dph,6408,12.6,642202,49.0
2154,r74915,2017-01-30 09:07:30,31.19502,121.317717,dph,2135,15.2,281570,1.0
2155,r74915,2017-01-30 09:07:35,31.195028000000004,121.31753799999998,dph,2136,2.7,281572,1.0
2156,r74915,2017-01-30 09:07:50,31.19504,121.31758899999998,dph,2136,0.0,281577,1.0
2157,r74915,2017-01-30 09:07:55,31.195041,121.31758899999998,dph,2136,0.0,281579,1.0
2158,r74915,2017-01-30 09:08:05,31.195029,121.317579,dph,2136,0.0,281581,1.0
2159,r74915,2017-01-30 09:08:10,31.195024,121.317574,dph,2136,0.0,281583,1.0
2160,r74915,2017-01-30 09:08:30,31.19502,121.317574,dph,2136,0.0,281588,1.0
2161,r74915,2017-01-30 09:08:35,31.195019,121.317574,dph,2136,0.0,281589,1.0
2162,r74915,2017-01-30 09:08:45,31.195019,121.317574,dph,2136,0.0,281591,1.0
2163,r74915,2017-01-30 09:08:50,31.195019,121.317574,dph,2136,0.0,281592,1.0
2243,r73959,2017-01-30 21:21:07,31.205988,121.554715,dph,2388,81.1,284565,10.0
2408,r77672,2017-01-30 18:52:44,31.201736,121.393883,dph,3988,75.3,468831,26.0
2409,r77672,2017-01-30 18:55:44,31.187217,121.358997,dph,3992,56.5,469100,24.0
2455,r5156,2017-01-30 17:59:03,31.237906,121.455602,dph,1411,13.3,138103,40.0
2465,r5156,2017-01-30 18:55:28,31.22864,121.468316,dph,1427,22.4,139760,44.0
2485,r5156,2017-01-30 19:53:55,31.238663,121.480656,dph,1445,22.7,141630,49.0
2486,r5156,2017-01-30 19:54:00,31.238983,121.480613,dph,1445,34.8,141637,49.0
2553,r5156,2017-01-30 23:43:57,31.310758,121.534302,dph,1517,47.7,149043,23.0
2554,r5156,2017-01-30 23:44:02,31.31015,121.534289,dph,1518,48.1,149045,23.0
2556,r5156,2017-01-30 23:49:57,31.302046,121.509974,dph,1520,42.7,149284,50.0
2557,r5156,2017-01-30 23:50:12,31.301732,121.509043,dph,1520,4.6,149287,50.0
2558,r5156,2017-01-30 23:50:17,31.301712,121.509032,dph,1520,3.6,149289,50.0
2559,r5156,2017-01-30 23:51:12,31.304158,121.507521,dph,1520,23.6,149329,50.0
2560,r5156,2017-01-30 23:51:17,31.304357,121.50755,dph,1521,18.2,149331,50.0
2561,r5156,2017-01-30 23:51:32,31.304756,121.508934,dph,1521,38.4,149344,50.0
2562,r5156,2017-01-30 23:51:37,31.304889000000006,121.509384,dph,1521,22.4,149344,50.0
2690,r71264,2017-01-30 15:31:31,31.304785,121.509975,dph,2272,3.0,271565,50.0
2691,r71264,2017-01-30 15:31:46,31.304916,121.509927,dph,2272,4.4,271574,50.0
2692,r71264,2017-01-30 15:32:01,31.304999,121.509903,dph,2272,7.8,271580,50.0
3060,r10784,2017-01-30 17:15:23,31.304352,121.50707,dph,2901,24.0,300484,50.0
3061,r10784,2017-01-30 17:15:28,31.304364,121.50732,dph,2901,12.8,300485,50.0
3112,r51452,2017-01-30 20:00:38,31.154013,121.481552,dph,3448,85.7,154218,8.0
3121,r60761,2017-01-30 13:30:28,31.235401,121.476821,dph,4872,28.5,516658,46.0
3122,r60761,2017-01-30 13:30:33,31.235327,121.476492,dph,4872,18.1,516658,46.0
3274,r15130,2017-01-30 14:08:29,31.292912,121.436305,dph,8261,53.5,672520,18.0
3391,r71057,2017-01-30 17:16:06,31.277193,121.475138,dph,1487,10.1,165638,47.0
3509,r75163,2017-01-30 15:29:26,31.235107,121.477402,dph,12619,11.3,1285226,46.0
3510,r75163,2017-01-30 15:31:31,31.237072,121.475866,dph,12620,16.9,1285300,46.0
3531,r75163,2017-01-30 20:39:01,31.154252000000003,121.48131200000002,dph,12633,78.7,1286939,8.0
3640,r27123,2017-01-30 00:24:25,31.260493,121.43615,dph,805,16.5,81213,34.0
3641,r27123,2017-01-30 00:24:30,31.260471000000006,121.435953,dph,805,15.0,81216,34.0
3661,r27123,2017-01-30 19:48:37,31.255658,121.431692,dph,845,57.7,84572,33.0
3694,r40241,2017-01-30 11:00:50,31.200097,121.390408,dph,7038,39.6,154851,26.0
3722,r40241,2017-01-30 17:48:04,31.221392,121.410824,dph,7129,18.3,163287,7.0
3723,r40241,2017-01-30 17:48:09,31.221465,121.410848,dph,7129,2.5,163289,7.0
3828,r75987,2017-01-30 10:55:24,31.182212,121.439776,dph,4731,50.5,640754,17.0
3829,r75987,2017-01-30 10:55:29,31.181773,121.439163,dph,4731,56.4,640764,17.0
3830,r75987,2017-01-30 10:55:59,31.180058,121.435358,dph,4732,39.0,640783,17.0
3838,r75987,2017-01-30 11:13:14,31.234624,121.374587,dph,4742,18.5,641682,6.0
3839,r75987,2017-01-30 11:13:19,31.23471,121.374429,dph,4742,8.8,641683,6.0
3982,r69653,2017-01-30 10:51:22,31.152106,121.512396,dph,1260,86.9,158652,4.0
4231,r42625,2017-01-30 22:48:02,31.264112,121.44219,dph,5007,51.0,456450,36.0
4241,r69219,2017-01-30 13:37:57,31.301705,121.509154,dph,3730,7.1,451607,50.0
4242,r69219,2017-01-30 13:38:02,31.30169,121.50899,dph,3730,10.1,451611,50.0
4243,r69219,2017-01-30 13:38:17,31.301718,121.508927,dph,3730,5.7,451618,50.0
4244,r69219,2017-01-30 13:39:32,31.304673,121.50826399999998,dph,3730,0.9,451668,50.0
4245,r69219,2017-01-30 13:39:37,31.304676,121.508268,dph,3730,0.0,451670,50.0
4246,r69219,2017-01-30 16:39:30,31.245518,121.466704,dph,3744,37.4,453329,19.0
4316,r53506,2017-01-30 11:55:00,31.228732,121.442536,dph,1816,23.4,185479,35.0
4317,r53506,2017-01-30 11:55:05,31.229042,121.442552,dph,1816,22.0,185481,35.0
4402,r74068,2017-01-30 13:42:47,31.190855,121.417126,dph,1154,15.1,134518,30.0
4403,r74068,2017-01-30 13:42:52,31.191081,121.416985,dph,1154,18.7,134523,30.0
